"Make","Model","Price","Mileage"
"FORD","FIESTA",7500,11392
"FORD","FIESTA",5701,29161
"FORD","FIESTA",8970,6614
"FORD","FIESTA",8000,2806
"FORD","FIESTA",6599,17788
"FORD","FIESTA",8329,13500
"FORD","FIESTA",8695,7850
"FORD","FIESTA",7795,13117
"FORD","FIESTA",7800,15487
"FORD","FIESTA",9000,9113
"FORD","FIESTA",6690,35000
"FORD","FIESTA",8799,10380
"FORD","FIESTA",7350,20000
"FORD","FIESTA",6495,32666
"FORD","FIESTA",9470,2118
"FORD","FIESTA",10200,5
"FORD","FIESTA",7950,6532
"FORD","FIESTA",8200,5519
"FORD","FIESTA",6751,20474
"FORD","FIESTA",7250,21987
"FORD","FIESTA",7398,17598
"FORD","FIESTA",6195,15000
"FORD","FIESTA",10995,10
"FORD","FIESTA",8995,16645
"FORD","FIESTA",7700,5930
"FORD","FIESTA",6499,28624
"FORD","FIESTA",8692,7462
"FORD","FIESTA",8000,11861
"FORD","FIESTA",6199,28200
"FORD","FIESTA",6688,7998
"FORD","FIESTA",6388,18762
"FORD","FIESTA",6495,24860
"FORD","FIESTA",7799,10152
"FORD","FIESTA",8000,18028
"FORD","FIESTA",7799,9678
"FORD","FIESTA",7995,14200
"FORD","FIESTA",7495,15334
"FORD","FIESTA",6495,16832
"FORD","FIESTA",8300,5214
"FORD","FIESTA",5999,31184
"FORD","FIESTA",8499,5567
"FORD","FIESTA",6995,25672
"FORD","FIESTA",8599,8810
"FORD","FIESTA",8590,7181
"FORD","FIESTA",6000,29586
"FORD","FIESTA",9295,7513
"FORD","FIESTA",8000,10000
"FORD","FIESTA",6495,16715
"FORD","FIESTA",8500,10802
"FORD","FIESTA",6897,14409
"FORD","FIESTA",7999,20131
"FORD","FIESTA",7000,25549
"FORD","FIESTA",8500,11608
"FORD","FIESTA",7495,13314
"FORD","FIESTA",7200,17007
"FORD","FIESTA",8000,15314
"FORD","FIESTA",10990,10
"FORD","FIESTA",7199,10201
"FORD","FIESTA",7000,18062
"FORD","FIESTA",6242,28695
"FORD","FIESTA",7495,21864
"FORD","FIESTA",8500,9626
"FORD","FIESTA",5500,69332
"FORD","FIESTA",8500,7321
"FORD","FIESTA",10495,6013
"FORD","FIESTA",7590,25341
"FORD","FIESTA",6195,38575
"FORD","FIESTA",7000,15731
"FORD","FIESTA",7400,8030
"FORD","FIESTA",6900,26038
"FORD","FIESTA",7950,7532
"FORD","FIESTA",6650,11577
"FORD","FIESTA",7197,12948
"FORD","FIESTA",6534,17939
"FORD","FIESTA",6344,20000
"FORD","FIESTA",7495,25410
"FORD","FIESTA",8599,7202
"FORD","FIESTA",6995,9212
"FORD","FIESTA",8790,4059
"FORD","FIESTA",7495,23547
"FORD","FIESTA",7998,5010
"FORD","FIESTA",6995,18933
"FORD","FIESTA",8995,3599
"FORD","FIESTA",6590,20500
"FORD","FIESTA",7571,12604
"FORD","FIESTA",7497,9838
"FORD","FIESTA",6370,30260
"FORD","FIESTA",7995,23000
"FORD","FIESTA",8995,5695
"FORD","FIESTA",6990,12750
"FORD","FIESTA",8995,8439
"FORD","FIESTA",6388,22454
"FORD","FIESTA",5995,23001
"FORD","FIESTA",6238,18812
"FORD","FIESTA",7750,12106
"FORD","FIESTA",8997,9300
"FORD","FIESTA",6997,4129
"FORD","FIESTA",7000,25111
"FORD","FIESTA",11295,8
"FORD","FIESTA",7000,17500
"FORD","FIESTA",7168,11322
"FORD","FIESTA",8000,12911
"FORD","FIESTA",6228,15564
"FORD","FIESTA",8597,8130
"FORD","FIESTA",8491,9582
"FORD","FIESTA",8000,10708
"FORD","FIESTA",8171,3818
"FORD","FIESTA",7027,21406
"FORD","FIESTA",8000,5735
"FORD","FIESTA",8690,2500
"FORD","FIESTA",8599,9623
"FORD","FIESTA",7795,1733
"FORD","FIESTA",8499,10753
"FORD","FIESTA",9995,4421
"FORD","FIESTA",7990,8177
"FORD","FIESTA",7000,6157
"FORD","FIESTA",8599,8277
"FORD","FIESTA",7270,18001
"FORD","FIESTA",6975,18909
"FORD","FIESTA",6799,13255
"FORD","FIESTA",5995,23401
"FORD","FIESTA",8499,7433
"FORD","FIESTA",7180,7942
"FORD","FIESTA",8195,2091
"FORD","FIESTA",7795,14637
"FORD","FIESTA",5708,50924
"FORD","FIESTA",6200,13524
"FORD","FIESTA",7495,12652
"FORD","FIESTA",8400,10913
"FORD","FIESTA",7400,11104
"FORD","FIESTA",9599,4700
"FORD","FIESTA",6995,15800
"FORD","FIESTA",7990,16718
"FORD","FIESTA",9750,2141
"FORD","FIESTA",7000,24501
"FORD","FIESTA",10572,1000
"FORD","FIESTA",8995,8369
"FORD","FIESTA",8000,5271
"FORD","FIESTA",8995,10284
"FORD","FIESTA",8995,3281
"FORD","FIESTA",5997,14252
"FORD","FIESTA",9453,3231
"FORD","FIESTA",7780,1589
"FORD","FIESTA",7491,15062
"FORD","FIESTA",7995,15472
"FORD","FIESTA",6850,24000
"FORD","FIESTA",8500,7808
"FORD","FIESTA",8599,9029
"FORD","FIESTA",7295,16461
"FORD","FIESTA",9985,10
"FORD","FIESTA",7500,12444
"FORD","FIESTA",5596,28294
"FORD","FIESTA",6895,10361
"FORD","FIESTA",8699,975
"FORD","FIESTA",6700,23030
"FORD","FIESTA",8970,7319
"FORD","FIESTA",6500,13260
"FORD","FIESTA",6699,18268
"FORD","FIESTA",7595,9640
"FORD","FIESTA",6745,23212
"FORD","FIESTA",8187,4000
"FORD","FIESTA",7000,11603
"FORD","FIESTA",6000,30241
"FORD","FIESTA",6500,10271
"FORD","FIESTA",6950,21400
"FORD","FIESTA",8197,9000
"FORD","FIESTA",7290,12513
"FORD","FIESTA",7790,3094
"FORD","FIESTA",8000,20529
"FORD","FIESTA",7250,29730
"FORD","FIESTA",8000,11349
"FORD","FIESTA",8500,9796
"FORD","FIESTA",7620,7224
"FORD","FIESTA",6450,20000
"FORD","FIESTA",8300,6574
"FORD","FIESTA",8300,8505
"FORD","FIESTA",8250,3539
"FORD","FIESTA",7000,20918
"FORD","FIESTA",8075,8139
"FORD","FIESTA",7470,21015
"FORD","FIESTA",10980,10
"FORD","FIESTA",7663,14198
"FORD","FIESTA",6491,24889
"FORD","FIESTA",8695,5483
"FORD","FIESTA",8199,13705
"FORD","FIESTA",7790,15781
"FORD","FIESTA",6650,13641
"FORD","FIESTA",6097,33512
"FORD","FIESTA",8400,5023
"FORD","FIESTA",8697,4422
"FORD","FIESTA",5800,40860
"FORD","FIESTA",7000,19104
"FORD","FIESTA",5995,20989
"FORD","FIESTA",7495,10436
"FORD","FIESTA",8050,1937
"FORD","FIESTA",6599,30800
"FORD","FIESTA",7299,7757
"FORD","FIESTA",7495,24820
"FORD","FIESTA",8188,6442
"FORD","FIESTA",6500,31625
"FORD","FIESTA",10026,151
"FORD","FIESTA",7500,6802
"FORD","FIESTA",7200,10008
"FORD","FIESTA",7000,18992
"FORD","FIESTA",9785,10
"FORD","FIESTA",7500,18125
"FORD","FIESTA",7700,7803
"FORD","FIESTA",7492,11199
"FORD","FIESTA",8800,4515
"FORD","FIESTA",8395,7955
"FORD","FIESTA",8000,9841
"FORD","FIESTA",6698,10728
"FORD","FIESTA",10999,5107
"FORD","FIESTA",7600,20826
"FORD","FIESTA",6995,17000
"FORD","FIESTA",6000,25611
"FORD","FIESTA",6571,3914
"FORD","FIESTA",7495,14156
"FORD","FIESTA",6628,31134
"FORD","FIESTA",6548,22291
"FORD","FIESTA",10239,10
"FORD","FIESTA",7000,17729
"FORD","FIESTA",7691,7245
"FORD","FIESTA",6495,24000
"FORD","FIESTA",8000,7741
"FORD","FIESTA",7500,26230
"FORD","FIESTA",6882,23970
"FORD","FIESTA",6150,31356
"FORD","FIESTA",9000,6035
"FORD","FIESTA",5750,15000
"FORD","FIESTA",6250,17000
"FORD","FIESTA",6448,20973
"FORD","FIESTA",7890,17000
"FORD","FIESTA",10489,1
"FORD","FIESTA",8400,3200
"FORD","FIESTA",8699,15072
"FORD","FIESTA",8500,11334
"FORD","FIESTA",7690,18621
"FORD","FIESTA",7995,20370
"FORD","FIESTA",7750,17404
"FORD","FIESTA",7199,23593
"FORD","FIESTA",7170,6332
"FORD","FIESTA",7000,40801
"FORD","FIESTA",7000,20294
"FORD","FIESTA",7900,6068
"FORD","FIESTA",8499,7242
"FORD","FIESTA",9295,17
"FORD","FIESTA",7498,16834
"FORD","FIESTA",8670,12786
"FORD","FIESTA",6731,18746
"FORD","FIESTA",7900,17814
"FORD","FIESTA",7500,8758
"FORD","FIESTA",8295,13002
"FORD","FIESTA",8000,12363
"FORD","FIESTA",6958,3517
"FORD","FIESTA",7595,11832
"FORD","FIESTA",6995,23084
"FORD","FIESTA",7200,7500
"FORD","FIESTA",7090,16326
"FORD","FIESTA",8000,13096
"FORD","FIESTA",6995,5699
"FORD","FIESTA",8295,12193
"FORD","FIESTA",6537,26640
"FORD","FIESTA",7079,16349
"FORD","FIESTA",8000,23296
"FORD","FIESTA",5290,79000
"FORD","FIESTA",6338,20618
"FORD","FIESTA",6650,31503
"FORD","FIESTA",8399,10
"FORD","FIESTA",8000,15474
"FORD","FIESTA",8995,8922
"FORD","FIESTA",6960,23403
"FORD","FIESTA",6478,36000
"FORD","FIESTA",8199,9566
"FORD","FIESTA",6999,14761
"FORD","FIESTA",7275,4241
"FORD","FIESTA",9199,8400
"FORD","FIESTA",7699,14965
"FORD","FIESTA",6995,18959
"FORD","FIESTA",10000,3379
"FORD","FIESTA",9785,10
"FORD","FIESTA",9495,3198
"FORD","FIESTA",7508,8635
"FORD","FIESTA",8130,3215
"FORD","FIESTA",8800,10376
"FORD","FIESTA",7990,8331
"FORD","FIESTA",7895,15000
"FORD","FIESTA",6995,5230
"FORD","FIESTA",8500,5317
"FORD","FIESTA",8995,3070
"FORD","FIESTA",7000,19272
"FORD","FIESTA",6899,15957
"FORD","FIESTA",8490,9000
"FORD","FIESTA",6448,16805
"FORD","FIESTA",7781,9615
"FORD","FIESTA",7791,5526
"FORD","FIESTA",6995,29061
"FORD","FIESTA",6990,17735
"FORD","FIESTA",7500,18747
"FORD","FIESTA",8495,2677
"FORD","FIESTA",7500,25275
"FORD","FIESTA",7000,22034
"FORD","FIESTA",7495,24248
"FORD","FIESTA",6800,7226
"FORD","FIESTA",9495,2447
"FORD","FIESTA",7000,14000
"FORD","FIESTA",7288,13120
"FORD","FIESTA",8695,9290
"FORD","FIESTA",7999,7511
"FORD","FIESTA",7300,8296
"FORD","FIESTA",6991,9605
"FORD","FIESTA",6595,36355
"FORD","FIESTA",8047,9100
"FORD","FIESTA",7999,7298
"FORD","FIESTA",6500,35000
"FORD","FIESTA",8860,3119
"FORD","FIESTA",6995,26000
"FORD","FIESTA",7998,12952
"FORD","FIESTA",7489,9727
"FORD","FIESTA",8695,8517
"FORD","FIESTA",6997,11948
"FORD","FIESTA",8290,6500
"FORD","FIESTA",8500,15980
"FORD","FIESTA",6398,18319
"FORD","FIESTA",9500,7700
"FORD","FIESTA",7395,26411
"FORD","FIESTA",6995,20259
"FORD","FIESTA",7850,4572
"FORD","FIESTA",7750,8125
"FORD","FIESTA",9499,10
"FORD","FIESTA",6799,17149
"FORD","FIESTA",7700,10640
"FORD","FIESTA",7995,14471
"FORD","FIESTA",6991,22255
"FORD","FIESTA",7295,4263
"FORD","FIESTA",8495,13081
"FORD","FIESTA",6799,22689
"FORD","FIESTA",8700,7668
"FORD","FIESTA",8247,6811
"FORD","FIESTA",5299,70167
"FORD","FIESTA",6995,44543
"FORD","FIESTA",8600,11231
"FORD","FIESTA",6799,11234
"FORD","FIESTA",7995,8800
"FORD","FIESTA",6495,38610
"FORD","FIESTA",6491,19970
"FORD","FIESTA",7495,19214
"FORD","FIESTA",8995,11589
"FORD","FIESTA",8499,7391
"FORD","FIESTA",6981,22902
"FORD","FIESTA",6700,16562
"FORD","FIESTA",7225,22667
"FORD","FIESTA",6500,25413
"FORD","FIESTA",8250,4252
"FORD","FIESTA",7480,17446
"FORD","FIESTA",8700,6279
"FORD","FIESTA",6828,37451
"FORD","FIESTA",7499,10046
"FORD","FIESTA",7000,20265
"FORD","FIESTA",8150,3729
"FORD","FIESTA",7985,13406
"FORD","FIESTA",9000,7644
"FORD","FIESTA",7850,3396
"FORD","FIESTA",6495,10000
"FORD","FIESTA",8290,11000
"FORD","FIESTA",6491,19110
"FORD","FIESTA",6644,25000
"FORD","FIESTA",7895,22387
"FORD","FIESTA",7997,11295
"FORD","FIESTA",7750,8039
"FORD","FIESTA",8495,7440
"FORD","FIESTA",7589,1194
"FORD","FIESTA",8000,18099
"FORD","FIESTA",8000,1892
"FORD","FIESTA",8750,6000
"FORD","FIESTA",7290,17914
"FORD","FIESTA",8495,5558
"FORD","FIESTA",6995,21332
"FORD","FIESTA",5995,33000
"FORD","FIESTA",11000,1623
"FORD","FIESTA",6732,22842
"FORD","FIESTA",7995,10621
"FORD","FIESTA",8000,10732
"FORD","FIESTA",7299,10626
"FORD","FIESTA",10675,16
"FORD","FIESTA",6138,40406
"FORD","FIESTA",10981,285
"FORD","FIESTA",8500,8110
"FORD","FIESTA",7600,16614
"FORD","FIESTA",8495,7815
"FORD","FIESTA",6848,19222
"FORD","FIESTA",5995,7000
"FORD","FIESTA",6999,24316
"FORD","FIESTA",7081,17632
"FORD","FIESTA",6500,21792
"FORD","FIESTA",6699,24772
"FORD","FIESTA",5950,15000
"FORD","FIESTA",8400,4665
"FORD","FIESTA",6800,33858
"FORD","FIESTA",8000,20000
"FORD","FIESTA",6495,42507
"FORD","FIESTA",6268,19740
"FORD","FIESTA",7237,8800
"FORD","FIESTA",8500,14131
"FORD","FIESTA",7790,15570
"FORD","FIESTA",7600,14000
"FORD","FIESTA",6042,35808
"FORD","FIESTA",5990,23468
"FORD","FIESTA",8570,11660
"FORD","FIESTA",8000,5404
"FORD","FIESTA",7000,21448
"FORD","FIESTA",8500,6596
"FORD","FIESTA",7299,32000
"FORD","FIESTA",6500,38000
"FORD","FIESTA",6300,19164
"FORD","FIESTA",5990,23994
"FORD","FIESTA",7745,5298
"FORD","FIESTA",5990,34560
"FORD","FIESTA",7995,18906
"FORD","FIESTA",6990,30600
"FORD","FIESTA",7995,26380
"FORD","FIESTA",6500,23093
"FORD","FIESTA",6991,21137
"FORD","FIESTA",6400,30334
"FORD","FIESTA",7395,16016
"FORD","FIESTA",8999,19253
"FORD","FIESTA",6991,22701
"FORD","FIESTA",7990,12679
"FORD","FIESTA",7200,23479
"FORD","FIESTA",6995,14133
"FORD","FIESTA",6441,12055
"FORD","FIESTA",6195,20443
"FORD","FIESTA",6990,12201
"FORD","FIESTA",6146,44531
"FORD","FIESTA",9675,10911
"FORD","FIESTA",6998,18870
"FORD","FIESTA",5990,33427
"FORD","FIESTA",8700,7263
"FORD","FIESTA",7790,12000
"FORD","FIESTA",8491,6875
"FORD","FIESTA",6997,5750
"FORD","FIESTA",5700,36482
"FORD","FIESTA",8295,5476
"FORD","FIESTA",7650,3412
"FORD","FIESTA",7058,23743
"FORD","FIESTA",7000,34000
"FORD","FIESTA",7999,5132
"FORD","FIESTA",7690,20036
"FORD","FIESTA",7000,16411
"FORD","FIESTA",9295,3881
"FORD","FIESTA",7741,11408
"FORD","FIESTA",6000,21112
"FORD","FIESTA",7390,14149
"FORD","FIESTA",6995,18000
"FORD","FIESTA",6499,36498
"FORD","FIESTA",8200,2378
"FORD","FIESTA",7638,4100
"FORD","FIESTA",6000,39000
"FORD","FIESTA",7162,13116
"FORD","FIESTA",5500,40575
"FORD","FIESTA",7700,19410
"FORD","FIESTA",7499,33091
"FORD","FIESTA",7995,12000
"FORD","FIESTA",8299,17193
"FORD","FIESTA",6991,7065
"FORD","FIESTA",9290,9260
"FORD","FIESTA",6495,28436
"FORD","FIESTA",8599,6151
"FORD","FIESTA",8763,11804
"FORD","FIESTA",6945,19274
"FORD","FIESTA",9350,5100
"FORD","FIESTA",6995,16142
"FORD","FIESTA",7192,13434
"FORD","FIESTA",7000,47533
"FORD","FIESTA",7000,21000
"FORD","FIESTA",10026,151
"FORD","FIESTA",9295,2
"FORD","FIESTA",7991,11246
"FORD","FIESTA",8599,7535
"FORD","FIESTA",8999,9514
"FORD","FIESTA",7950,10455
"FORD","FIESTA",6595,22888
"FORD","FIESTA",7200,17007
"FORD","FIESTA",5595,54000
"FORD","FIESTA",6948,17269
"FORD","FIESTA",7695,13747
"FORD","FIESTA",7500,15310
"FORD","FIESTA",8147,4602
"FORD","FIESTA",10000,10
"FORD","FIESTA",7495,20250
"FORD","FIESTA",7990,15000
"FORD","FIESTA",8300,13961
"FORD","FIESTA",7489,14833
"FORD","FIESTA",9785,10
"FORD","FIESTA",6727,11716
"FORD","FIESTA",7000,28210
"FORD","FIESTA",8450,9338
"FORD","FIESTA",7500,9000
"FORD","FIESTA",9500,1439
"FORD","FIESTA",7924,4607
"FORD","FIESTA",7990,18746
"FORD","FIESTA",8000,4899
"FORD","FIESTA",6991,28500
"FORD","FIESTA",7800,21414
"FORD","FIESTA",7000,14000
"FORD","FIESTA",7490,3298
"FORD","FIESTA",7500,17654
"FORD","FIESTA",6795,18968
"FORD","FIESTA",7995,6621
"FORD","FIESTA",8295,13493
"FORD","FIESTA",8300,10318
"FORD","FIESTA",6995,25721
"FORD","FIESTA",7599,16878
"FORD","FIESTA",6808,23690
"FORD","FIESTA",6691,17290
"FORD","FIESTA",8000,8242
"FORD","FIESTA",11995,50
"FORD","FIESTA",6990,8438
"FORD","FIESTA",6950,14757
"FORD","FIESTA",6690,22868
"FORD","FIESTA",6995,26500
"FORD","FIESTA",8670,11152
"FORD","FIESTA",7287,23086
"FORD","FIESTA",6999,8729
"FORD","FIESTA",7999,12294
"FORD","FIESTA",8995,4237
"FORD","FIESTA",6300,37258
"FORD","FIESTA",7495,11193
"FORD","FIESTA",7990,16393
"FORD","FIESTA",7795,17643
"FORD","FIESTA",9499,13154
"FORD","FIESTA",7195,33677
"FORD","FIESTA",6995,3380
"FORD","FIESTA",10995,4868
"FORD","FIESTA",7695,35100
"FORD","FIESTA",6492,22859
"FORD","FIESTA",8300,9856
"FORD","FIESTA",7187,11297
"FORD","FIESTA",7397,9211
"FORD","FIESTA",6495,8500
"FORD","FIESTA",7000,46344
"FORD","FIESTA",7747,11521
"FORD","FIESTA",8460,6960
"FORD","FIESTA",6999,20204
"FORD","FIESTA",7095,16458
"FORD","FIESTA",6595,40288
"FORD","FIESTA",8190,9500
"FORD","FIESTA",7495,23700
"FORD","FIESTA",8695,4785
"FORD","FIESTA",6300,23609
"FORD","FIESTA",6791,6394
"FORD","FIESTA",8700,9858
"FORD","FIESTA",12000,2216
"FORD","FIESTA",7290,7895
"FORD","FIESTA",7525,10913
"FORD","FIESTA",8500,9358
"FORD","FIESTA",7990,8250
"FORD","FIESTA",7300,30617
"FORD","FIESTA",7604,2460
"FORD","FIESTA",7699,21300
"FORD","FIESTA",6850,15164
"FORD","FIESTA",7999,16942
"FORD","FIESTA",7350,19005
"FORD","FIESTA",7289,12300
"FORD","FIESTA",6750,22600
"FORD","FIESTA",6499,21114
"FORD","FIESTA",8990,13932
"FORD","FIESTA",6995,28528
"FORD","FIESTA",10500,1
"FORD","FIESTA",6999,22000
"FORD","FIESTA",6481,14300
"FORD","FIESTA",7995,7644
"FORD","FIESTA",7500,8774
"FORD","FIESTA",6390,32984
"FORD","FIESTA",8450,5538
"FORD","FIESTA",8449,5820
"FORD","FIESTA",7889,3000
"FORD","FIESTA",8500,3662
"FORD","FIESTA",7990,14430
"FORD","FIESTA",7069,30685
"FORD","FIESTA",7295,22048
"FORD","FIESTA",9400,12000
"FORD","FIESTA",6994,23895
"FORD","FIESTA",8495,8016
"FORD","FIESTA",6500,25466
"FORD","FIESTA",7290,35730
"FORD","FIESTA",8250,9632
"FORD","FIESTA",8659,2452
"FORD","FIESTA",6999,18858
"FORD","FIESTA",7999,8822
"FORD","FIESTA",6500,17244
"FORD","FIESTA",7288,13932
"FORD","FIESTA",8000,8368
"FORD","FIESTA",5750,36349
"FORD","FIESTA",8990,5458
"FORD","FIESTA",7900,10499
"FORD","FIESTA",7995,8990
"FORD","FIESTA",6998,33092
"FORD","FIESTA",8697,14114
"FORD","FIESTA",8000,8673
"FORD","FIESTA",7999,9402
"FORD","FIESTA",7990,3529
"FORD","FIESTA",8900,1600
"FORD","FIESTA",8200,4200
"FORD","FIESTA",6989,7249
"FORD","FIESTA",6548,24907
"FORD","FIESTA",8300,8795
"FORD","FIESTA",8600,11500
"FORD","FIESTA",8480,3537
"FORD","FIESTA",8200,2120
"FORD","FIESTA",6578,17674
"FORD","FIESTA",6999,14850
"FORD","FIESTA",6991,8031
"FORD","FIESTA",6588,17498
"FORD","FIESTA",8062,3184
"FORD","FIESTA",6490,17237
"FORD","FIESTA",9000,11452
"FORD","FIESTA",7300,26094
"FORD","FIESTA",6900,25624
"FORD","FIESTA",6995,25000
"FORD","FIESTA",10400,10
"FORD","FIESTA",8999,6990
"FORD","FIESTA",6997,7612
"FORD","FIESTA",6995,26867
"FORD","FIESTA",6000,28000
"FORD","FIESTA",7491,27201
"FORD","FIESTA",7295,9000
"FORD","FIESTA",8995,1069
"FORD","FIESTA",7241,22201
"FORD","FIESTA",7495,14000
"FORD","FIESTA",6599,29781
"FORD","FIESTA",7995,15134
"FORD","FIESTA",7800,15439
"FORD","FIESTA",5888,30000
"FORD","FIESTA",7342,15424
"FORD","FIESTA",7495,13000
"FORD","FIESTA",6190,27600
"FORD","FIESTA",7999,20642
"FORD","FIESTA",11000,3401
"FORD","FIESTA",6752,11163
"FORD","FIESTA",5999,21000
"FORD","FIESTA",7999,7756
"FORD","FIESTA",6850,8575
"FORD","FIESTA",7100,12454
"FORD","FIESTA",8161,12697
"FORD","FIESTA",8500,12374
"FORD","FIESTA",6895,18172
"FORD","FIESTA",8600,9837
"FORD","FIESTA",6780,9895
"FORD","FIESTA",7000,24726
"FORD","FIESTA",6618,23845
"FORD","FIESTA",7450,10000
"FORD","FIESTA",8000,7302
"FORD","FIESTA",6291,22610
"FORD","FIESTA",8495,10644
"FORD","FIESTA",6811,31596
"FORD","FIESTA",6153,23811
"FORD","FIESTA",7589,16326
"FORD","FIESTA",8971,5171
"FORD","FIESTA",7700,19788
"FORD","FIESTA",7787,5250
"FORD","FIESTA",7260,6479
"FORD","FIESTA",6700,32268
"FORD","FIESTA",6238,18655
"FORD","FIESTA",8499,12828
"FORD","FIESTA",8575,9386
"FORD","FIESTA",7995,15923
"FORD","FIESTA",7295,17514
"FORD","FIESTA",7895,9398
"FORD","FIESTA",8195,9950
"FORD","FIESTA",6390,16757
"FORD","FIESTA",7672,7242
"FORD","FIESTA",8750,4832
"FORD","FIESTA",6795,36000
"FORD","FIESTA",7381,12736
"FORD","FIESTA",8495,7919
"FORD","FIESTA",7800,18184
"FORD","FIESTA",6999,16377
"FORD","FIESTA",5678,40322
"FORD","FIESTA",6991,9402
"FORD","FIESTA",6000,50650
"FORD","FIESTA",8300,17517
"FORD","FIESTA",6299,61078
"FORD","FIESTA",7795,8375
"FORD","FIESTA",8982,7144
"FORD","FIESTA",6995,23420
"FORD","FIESTA",5990,24705
"FORD","FIESTA",6990,16291
"FORD","FIESTA",9000,10916
"FORD","FIESTA",7900,6000
"FORD","FIESTA",7700,14000
"FORD","FIESTA",10000,11000
"FORD","FIESTA",6995,12755
"FORD","FIESTA",8995,5204
"FORD","FIESTA",7995,24415
"FORD","FIESTA",8495,8658
"FORD","FIESTA",7800,9758
"FORD","FIESTA",6688,19965
"FORD","FIESTA",8999,10878
"FORD","FIESTA",7495,3541
"FORD","FIESTA",7000,17844
"FORD","FIESTA",10048,23
"FORD","FIESTA",7999,10000
"FORD","FIESTA",7966,19096
"FORD","FIESTA",7990,5536
"FORD","FIESTA",7995,25000
"FORD","FIESTA",6500,25950
"FORD","FIESTA",7994,13222
"FORD","FIESTA",6995,16756
"FORD","FIESTA",10990,6
"FORD","FIESTA",8500,14918
"FORD","FIESTA",6699,8660
"FORD","FIESTA",5758,24114
"FORD","FIESTA",8000,9299
"FORD","FIESTA",6382,15181
"FORD","FIESTA",7475,10000
"FORD","FIESTA",9080,3084
"FORD","FIESTA",7599,15237
"FORD","FIESTA",7995,18938
"FORD","FIESTA",6995,20148
"FORD","FIESTA",6490,25906
"FORD","FIESTA",7995,4135
"FORD","FIESTA",6950,19960
"FORD","FIESTA",5895,41267
"FORD","FIESTA",5991,31225
"FORD","FIESTA",8850,4461
"FORD","FIESTA",6000,47000
"FORD","FIESTA",8799,3836
"FORD","FIESTA",6748,16730
"FORD","FIESTA",8500,9189
"FORD","FIESTA",7133,10221
"FORD","FIESTA",8495,23522
"FORD","FIESTA",7750,6749
"FORD","FIESTA",9000,8811
"FORD","FIESTA",8295,16836
"FORD","FIESTA",7800,10104
"FORD","FIESTA",6998,10038
"FORD","FIESTA",6199,35370
"FORD","FIESTA",7236,7271
"FORD","FIESTA",7200,22818
"FORD","FIESTA",5945,18963
"FORD","FIESTA",6352,20243
"FORD","FIESTA",7995,6000
"FORD","FIESTA",8000,15310
"FORD","FIESTA",8000,13566
"FORD","FIESTA",7297,18000
"FORD","FIESTA",7150,4453
"FORD","FIESTA",7500,27107
"FORD","FIESTA",8500,20313
"FORD","FIESTA",8000,9748
