"Make","Model","Price","Mileage"
"FORD","FIESTA",9445,3498
"FORD","FIESTA",8500,4698
"FORD","FIESTA",8500,7947
"FORD","FIESTA",10495,4
"FORD","FIESTA",6598,21741
"FORD","FIESTA",7123,13934
"FORD","FIESTA",7595,15593
"FORD","FIESTA",7295,12988
"FORD","FIESTA",7699,18024
"FORD","FIESTA",9495,5744
"FORD","FIESTA",8500,8143
"FORD","FIESTA",6958,27607
"FORD","FIESTA",8299,8046
"FORD","FIESTA",7960,7855
"FORD","FIESTA",7400,12236
"FORD","FIESTA",8000,16188
"FORD","FIESTA",7800,22379
"FORD","FIESTA",6697,7565
"FORD","FIESTA",8495,6694
"FORD","FIESTA",7300,18341
"FORD","FIESTA",6800,29619
"FORD","FIESTA",8500,16097
"FORD","FIESTA",7750,26172
"FORD","FIESTA",7495,23952
"FORD","FIESTA",6950,14506
"FORD","FIESTA",8000,26450
"FORD","FIESTA",8295,4594
"FORD","FIESTA",5990,36000
"FORD","FIESTA",6800,24112
"FORD","FIESTA",6995,27742
"FORD","FIESTA",7992,11154
"FORD","FIESTA",8500,8529
"FORD","FIESTA",7999,14548
"FORD","FIESTA",6700,20245
"FORD","FIESTA",9291,14127
"FORD","FIESTA",7991,11204
"FORD","FIESTA",7705,17647
"FORD","FIESTA",6000,16500
"FORD","FIESTA",7589,21795
"FORD","FIESTA",9199,8410
"FORD","FIESTA",7700,23161
"FORD","FIESTA",7995,13200
"FORD","FIESTA",7588,4643
"FORD","FIESTA",7250,15144
"FORD","FIESTA",8327,22115
"FORD","FIESTA",7299,11986
"FORD","FIESTA",5994,21588
"FORD","FIESTA",7790,10887
"FORD","FIESTA",6741,20148
"FORD","FIESTA",7000,26157
"FORD","FIESTA",6800,20000
"FORD","FIESTA",7495,9332
"FORD","FIESTA",5490,42143
"FORD","FIESTA",8495,17067
"FORD","FIESTA",9000,5732
"FORD","FIESTA",7795,3777
"FORD","FIESTA",7859,11950
"FORD","FIESTA",8995,4200
"FORD","FIESTA",7299,29786
"FORD","FIESTA",8740,4835
"FORD","FIESTA",7695,10435
"FORD","FIESTA",6761,5054
"FORD","FIESTA",6945,20051
"FORD","FIESTA",9999,1583
"FORD","FIESTA",8295,6600
"FORD","FIESTA",6299,38106
"FORD","FIESTA",8500,16463
"FORD","FIESTA",7980,10513
"FORD","FIESTA",6499,40026
"FORD","FIESTA",6495,15000
"FORD","FIESTA",8000,9190
"FORD","FIESTA",7499,7004
"FORD","FIESTA",6799,30500
"FORD","FIESTA",7599,11800
"FORD","FIESTA",7500,12221
"FORD","FIESTA",7795,20910
"FORD","FIESTA",7995,10087
"FORD","FIESTA",7150,37580
"FORD","FIESTA",9300,10406
"FORD","FIESTA",8995,9189
"FORD","FIESTA",8495,13616
"FORD","FIESTA",10000,34
"FORD","FIESTA",6391,25427
"FORD","FIESTA",7285,13000
"FORD","FIESTA",7895,21669
"FORD","FIESTA",6477,19499
"FORD","FIESTA",7800,18754
"FORD","FIESTA",8000,11092
"FORD","FIESTA",8495,17000
"FORD","FIESTA",6995,15000
"FORD","FIESTA",6487,29122
"FORD","FIESTA",8498,8472
"FORD","FIESTA",7995,4130
"FORD","FIESTA",7981,39
"FORD","FIESTA",7675,6422
"FORD","FIESTA",8295,20100
"FORD","FIESTA",7388,7993
"FORD","FIESTA",6195,34311
"FORD","FIESTA",6495,41700
"FORD","FIESTA",9500,6000
"FORD","FIESTA",8495,3030
"FORD","FIESTA",7700,9783
"FORD","FIESTA",9700,15
"FORD","FIESTA",7195,10311
"FORD","FIESTA",9089,14180
"FORD","FIESTA",6795,15315
"FORD","FIESTA",7395,25877
"FORD","FIESTA",8795,10368
"FORD","FIESTA",9000,7877
"FORD","FIESTA",6699,12134
"FORD","FIESTA",6938,26905
"FORD","FIESTA",6288,16020
"FORD","FIESTA",7699,5250
"FORD","FIESTA",6750,12378
"FORD","FIESTA",9785,10
"FORD","FIESTA",7495,27481
"FORD","FIESTA",6995,39955
"FORD","FIESTA",6998,28489
"FORD","FIESTA",8495,13600
"FORD","FIESTA",8799,7179
"FORD","FIESTA",7821,7963
"FORD","FIESTA",6331,23879
"FORD","FIESTA",8990,6077
"FORD","FIESTA",13393,4397
"FORD","FIESTA",5555,16800
"FORD","FIESTA",8270,16105
"FORD","FIESTA",8370,5508
"FORD","FIESTA",5788,52161
"FORD","FIESTA",8300,13896
"FORD","FIESTA",6799,31560
"FORD","FIESTA",7000,20489
"FORD","FIESTA",5919,37833
"FORD","FIESTA",7570,17972
"FORD","FIESTA",7990,1405
"FORD","FIESTA",8530,5780
"FORD","FIESTA",6995,10000
"FORD","FIESTA",6495,21677
"FORD","FIESTA",6995,17342
"FORD","FIESTA",7495,30183
"FORD","FIESTA",6400,23887
"FORD","FIESTA",7990,8977
"FORD","FIESTA",7499,36790
"FORD","FIESTA",5961,21922
"FORD","FIESTA",7979,17542
"FORD","FIESTA",5550,18660
"FORD","FIESTA",7518,14349
"FORD","FIESTA",8000,24283
"FORD","FIESTA",5991,26659
"FORD","FIESTA",6995,26201
"FORD","FIESTA",9200,967
"FORD","FIESTA",6471,10410
"FORD","FIESTA",8990,5300
"FORD","FIESTA",7990,8504
"FORD","FIESTA",7250,15059
"FORD","FIESTA",8200,10556
"FORD","FIESTA",8000,6806
"FORD","FIESTA",7395,3984
"FORD","FIESTA",7510,7657
"FORD","FIESTA",6950,20711
"FORD","FIESTA",7990,16800
"FORD","FIESTA",8000,11579
"FORD","FIESTA",6985,17748
"FORD","FIESTA",8300,8605
"FORD","FIESTA",6876,12944
"FORD","FIESTA",5650,39349
"FORD","FIESTA",7450,11960
"FORD","FIESTA",6500,22915
"FORD","FIESTA",7495,10620
"FORD","FIESTA",6000,39987
"FORD","FIESTA",6898,16797
"FORD","FIESTA",7982,5331
"FORD","FIESTA",7051,21567
"FORD","FIESTA",6442,11513
"FORD","FIESTA",7700,15149
"FORD","FIESTA",8700,5938
"FORD","FIESTA",8000,10670
"FORD","FIESTA",6500,19230
"FORD","FIESTA",8300,9861
"FORD","FIESTA",7695,10435
"FORD","FIESTA",7000,39909
"FORD","FIESTA",7398,12957
"FORD","FIESTA",6989,8835
"FORD","FIESTA",7000,11693
"FORD","FIESTA",6395,21276
"FORD","FIESTA",7250,16710
"FORD","FIESTA",6340,22531
"FORD","FIESTA",8890,2928
"FORD","FIESTA",6800,25534
"FORD","FIESTA",8250,17994
"FORD","FIESTA",5995,9774
"FORD","FIESTA",6795,29526
"FORD","FIESTA",8999,7220
"FORD","FIESTA",7800,5978
"FORD","FIESTA",8800,10129
"FORD","FIESTA",8398,10699
"FORD","FIESTA",8000,17446
"FORD","FIESTA",9225,8350
"FORD","FIESTA",7600,11631
"FORD","FIESTA",8650,4234
"FORD","FIESTA",8400,3382
"FORD","FIESTA",8999,9738
"FORD","FIESTA",6195,49000
"FORD","FIESTA",5994,22847
"FORD","FIESTA",7000,16384
"FORD","FIESTA",7788,3797
"FORD","FIESTA",6500,20000
"FORD","FIESTA",7000,15321
"FORD","FIESTA",7495,9038
"FORD","FIESTA",7999,14590
"FORD","FIESTA",7599,23792
"FORD","FIESTA",6070,27883
"FORD","FIESTA",9330,4232
"FORD","FIESTA",7499,7785
"FORD","FIESTA",7300,13980
"FORD","FIESTA",7695,24041
"FORD","FIESTA",7999,8973
"FORD","FIESTA",8175,13048
"FORD","FIESTA",6998,36728
"FORD","FIESTA",5995,25397
"FORD","FIESTA",8400,9275
"FORD","FIESTA",8990,4569
"FORD","FIESTA",7000,8230
"FORD","FIESTA",6598,13000
"FORD","FIESTA",7699,20212
"FORD","FIESTA",7479,12810
"FORD","FIESTA",6995,20769
"FORD","FIESTA",8295,3652
"FORD","FIESTA",7395,13957
"FORD","FIESTA",7495,22209
"FORD","FIESTA",7472,8263
"FORD","FIESTA",8300,6413
"FORD","FIESTA",7740,9500
"FORD","FIESTA",7000,7352
"FORD","FIESTA",6990,25079
"FORD","FIESTA",7900,12811
"FORD","FIESTA",6495,34220
"FORD","FIESTA",8799,10327
"FORD","FIESTA",7580,10234
"FORD","FIESTA",6500,21390
"FORD","FIESTA",6500,34180
"FORD","FIESTA",6699,38310
"FORD","FIESTA",8844,5800
"FORD","FIESTA",8495,10000
"FORD","FIESTA",7995,12000
"FORD","FIESTA",6900,10000
"FORD","FIESTA",8000,15331
"FORD","FIESTA",8299,12153
"FORD","FIESTA",7500,22756
"FORD","FIESTA",6990,13076
"FORD","FIESTA",6485,36624
"FORD","FIESTA",6499,27736
"FORD","FIESTA",6491,22009
"FORD","FIESTA",7500,10618
"FORD","FIESTA",6249,17773
"FORD","FIESTA",6990,18000
"FORD","FIESTA",7595,5400
"FORD","FIESTA",7999,23709
"FORD","FIESTA",7300,21210
"FORD","FIESTA",6538,8277
"FORD","FIESTA",8295,9050
"FORD","FIESTA",7000,9542
"FORD","FIESTA",6998,33788
"FORD","FIESTA",7330,13999
"FORD","FIESTA",7850,6689
"FORD","FIESTA",8995,26365
"FORD","FIESTA",6495,21462
"FORD","FIESTA",7490,11401
"FORD","FIESTA",7348,7330
"FORD","FIESTA",9895,10
"FORD","FIESTA",8000,19352
"FORD","FIESTA",10000,560
"FORD","FIESTA",8247,7237
"FORD","FIESTA",8495,1524
"FORD","FIESTA",7995,14200
"FORD","FIESTA",6500,17280
"FORD","FIESTA",8500,7577
"FORD","FIESTA",6995,15584
"FORD","FIESTA",7450,8698
"FORD","FIESTA",8500,11214
"FORD","FIESTA",6695,19800
"FORD","FIESTA",8000,15349
"FORD","FIESTA",7495,8145
"FORD","FIESTA",7000,24748
"FORD","FIESTA",11000,6942
"FORD","FIESTA",8999,9893
"FORD","FIESTA",8500,6402
"FORD","FIESTA",9000,14563
"FORD","FIESTA",6500,41650
"FORD","FIESTA",7481,6600
"FORD","FIESTA",6495,21279
"FORD","FIESTA",8295,13752
"FORD","FIESTA",7270,21774
"FORD","FIESTA",9500,7439
"FORD","FIESTA",6972,12113
"FORD","FIESTA",6500,31083
"FORD","FIESTA",9500,1202
"FORD","FIESTA",8599,8924
"FORD","FIESTA",8495,11953
"FORD","FIESTA",6999,18000
"FORD","FIESTA",5500,60284
"FORD","FIESTA",9102,5000
"FORD","FIESTA",8200,9915
"FORD","FIESTA",8500,13523
"FORD","FIESTA",8992,10895
"FORD","FIESTA",6450,16303
"FORD","FIESTA",7000,28103
"FORD","FIESTA",6300,33624
"FORD","FIESTA",7990,20863
"FORD","FIESTA",6991,13357
"FORD","FIESTA",8650,6205
"FORD","FIESTA",9750,22
"FORD","FIESTA",6450,19566
"FORD","FIESTA",9595,6605
"FORD","FIESTA",7998,6115
"FORD","FIESTA",6750,9087
"FORD","FIESTA",6500,21450
"FORD","FIESTA",8399,17760
"FORD","FIESTA",7642,11837
"FORD","FIESTA",7298,29852
"FORD","FIESTA",6995,16244
"FORD","FIESTA",7500,16426
"FORD","FIESTA",8880,3111
"FORD","FIESTA",6990,27141
"FORD","FIESTA",7499,22110
"FORD","FIESTA",7999,12003
"FORD","FIESTA",8000,15109
"FORD","FIESTA",7000,38500
"FORD","FIESTA",7350,17424
"FORD","FIESTA",8995,1515
"FORD","FIESTA",6999,23226
"FORD","FIESTA",8490,5922
"FORD","FIESTA",9999,1250
"FORD","FIESTA",6000,29586
"FORD","FIESTA",8795,11074
"FORD","FIESTA",9995,4731
"FORD","FIESTA",8750,8693
"FORD","FIESTA",9295,8349
"FORD","FIESTA",7292,7400
"FORD","FIESTA",8500,6700
"FORD","FIESTA",8000,8106
"FORD","FIESTA",6588,11014
"FORD","FIESTA",7000,18242
"FORD","FIESTA",7499,15911
"FORD","FIESTA",8800,7225
"FORD","FIESTA",7192,15248
"FORD","FIESTA",8191,6285
"FORD","FIESTA",8000,10055
"FORD","FIESTA",10495,50
"FORD","FIESTA",8191,11433
"FORD","FIESTA",8991,8417
"FORD","FIESTA",6987,15855
"FORD","FIESTA",7500,14094
"FORD","FIESTA",6891,6986
"FORD","FIESTA",6300,14195
"FORD","FIESTA",7949,2916
"FORD","FIESTA",5987,13306
"FORD","FIESTA",7790,25531
"FORD","FIESTA",8800,10580
"FORD","FIESTA",7550,12217
"FORD","FIESTA",6793,12000
"FORD","FIESTA",7995,19464
"FORD","FIESTA",7000,17908
"FORD","FIESTA",6475,41000
"FORD","FIESTA",5491,46142
"FORD","FIESTA",8999,8648
"FORD","FIESTA",7791,4402
"FORD","FIESTA",6995,15000
"FORD","FIESTA",7995,3566
"FORD","FIESTA",8299,18100
"FORD","FIESTA",7800,8747
"FORD","FIESTA",7995,19846
"FORD","FIESTA",7750,19813
"FORD","FIESTA",7700,18242
"FORD","FIESTA",8300,11500
"FORD","FIESTA",8000,5698
"FORD","FIESTA",6799,19740
"FORD","FIESTA",10000,587
"FORD","FIESTA",6950,9708
"FORD","FIESTA",8495,5054
"FORD","FIESTA",6795,25723
"FORD","FIESTA",6795,29000
"FORD","FIESTA",7880,16073
"FORD","FIESTA",7270,12884
"FORD","FIESTA",6875,31457
"FORD","FIESTA",7195,19037
"FORD","FIESTA",6000,39000
"FORD","FIESTA",6999,32461
"FORD","FIESTA",6448,36596
"FORD","FIESTA",7785,10300
"FORD","FIESTA",7960,8704
"FORD","FIESTA",8260,2728
"FORD","FIESTA",6500,14795
"FORD","FIESTA",8100,7958
"FORD","FIESTA",7999,12054
"FORD","FIESTA",7999,10550
"FORD","FIESTA",7700,16683
"FORD","FIESTA",6997,6801
"FORD","FIESTA",7000,15033
"FORD","FIESTA",7850,8323
"FORD","FIESTA",9989,2889
"FORD","FIESTA",6398,22976
"FORD","FIESTA",7695,12526
"FORD","FIESTA",8000,11843
"FORD","FIESTA",8998,9112
"FORD","FIESTA",6990,13300
"FORD","FIESTA",10495,850
"FORD","FIESTA",7400,10800
"FORD","FIESTA",6995,24041
"FORD","FIESTA",7697,17424
"FORD","FIESTA",7999,9938
"FORD","FIESTA",6490,44400
"FORD","FIESTA",7000,19259
"FORD","FIESTA",7995,3956
"FORD","FIESTA",8740,2654
"FORD","FIESTA",6650,11354
"FORD","FIESTA",8599,7642
"FORD","FIESTA",6899,20051
"FORD","FIESTA",7995,10349
"FORD","FIESTA",6499,21000
"FORD","FIESTA",6825,33245
"FORD","FIESTA",8500,8378
"FORD","FIESTA",9000,10171
"FORD","FIESTA",8295,7900
"FORD","FIESTA",6993,28085
"FORD","FIESTA",6395,33080
"FORD","FIESTA",7048,16643
"FORD","FIESTA",6948,11025
"FORD","FIESTA",7494,16305
"FORD","FIESTA",6595,31500
"FORD","FIESTA",8970,3500
"FORD","FIESTA",7491,9713
"FORD","FIESTA",7990,16869
"FORD","FIESTA",8000,5464
"FORD","FIESTA",5995,29000
"FORD","FIESTA",6995,21941
"FORD","FIESTA",6991,18721
"FORD","FIESTA",5750,25208
"FORD","FIESTA",4500,46000
"FORD","FIESTA",6999,15000
"FORD","FIESTA",6990,20000
"FORD","FIESTA",6995,17000
"FORD","FIESTA",6491,11695
"FORD","FIESTA",7999,10523
"FORD","FIESTA",7504,8400
"FORD","FIESTA",7990,24603
"FORD","FIESTA",7000,26482
"FORD","FIESTA",7700,13084
"FORD","FIESTA",10000,34
"FORD","FIESTA",6695,25741
"FORD","FIESTA",9000,2000
"FORD","FIESTA",7000,39516
"FORD","FIESTA",8500,11104
"FORD","FIESTA",6388,16873
"FORD","FIESTA",6995,17695
"FORD","FIESTA",7888,3052
"FORD","FIESTA",8000,17687
"FORD","FIESTA",5995,53889
"FORD","FIESTA",8720,8651
"FORD","FIESTA",9680,3149
"FORD","FIESTA",11495,10
"FORD","FIESTA",8170,19257
"FORD","FIESTA",8300,10609
"FORD","FIESTA",5790,45625
"FORD","FIESTA",6250,26788
"FORD","FIESTA",8056,8000
"FORD","FIESTA",6875,23132
"FORD","FIESTA",6648,26146
"FORD","FIESTA",6968,10776
"FORD","FIESTA",7019,29700
"FORD","FIESTA",8500,8784
"FORD","FIESTA",7881,7070
"FORD","FIESTA",7700,7123
"FORD","FIESTA",8500,8842
"FORD","FIESTA",7708,12560
"FORD","FIESTA",6500,34494
"FORD","FIESTA",8250,6700
"FORD","FIESTA",8397,21101
"FORD","FIESTA",6368,12218
"FORD","FIESTA",6950,18135
"FORD","FIESTA",5879,30080
"FORD","FIESTA",6208,39846
"FORD","FIESTA",6993,16873
"FORD","FIESTA",7689,12529
"FORD","FIESTA",10500,10
"FORD","FIESTA",8150,10059
"FORD","FIESTA",8230,2166
"FORD","FIESTA",7250,16387
"FORD","FIESTA",6990,36658
"FORD","FIESTA",8487,6671
"FORD","FIESTA",6995,24088
"FORD","FIESTA",7995,6277
"FORD","FIESTA",8299,7295
"FORD","FIESTA",6990,23921
"FORD","FIESTA",9495,4231
"FORD","FIESTA",7295,5797
"FORD","FIESTA",7995,3157
"FORD","FIESTA",7950,4608
"FORD","FIESTA",8300,11500
"FORD","FIESTA",6995,8568
"FORD","FIESTA",7000,27595
"FORD","FIESTA",6995,29000
"FORD","FIESTA",7500,11263
"FORD","FIESTA",6991,10500
"FORD","FIESTA",7000,28830
"FORD","FIESTA",6620,20872
"FORD","FIESTA",6500,28359
"FORD","FIESTA",7190,19610
"FORD","FIESTA",7000,20374
"FORD","FIESTA",8000,17719
"FORD","FIESTA",7395,17209
"FORD","FIESTA",6499,18765
"FORD","FIESTA",7190,34069
"FORD","FIESTA",8599,7545
"FORD","FIESTA",5708,9506
"FORD","FIESTA",7700,16903
"FORD","FIESTA",6489,23031
"FORD","FIESTA",6876,35189
"FORD","FIESTA",8000,18992
"FORD","FIESTA",9000,11000
"FORD","FIESTA",6995,22345
"FORD","FIESTA",7399,24000
"FORD","FIESTA",8495,3839
"FORD","FIESTA",6795,33054
"FORD","FIESTA",6695,17403
"FORD","FIESTA",6995,7748
"FORD","FIESTA",8590,7195
"FORD","FIESTA",8700,6946
"FORD","FIESTA",7250,9915
"FORD","FIESTA",8890,3525
"FORD","FIESTA",8491,6855
"FORD","FIESTA",6995,30000
"FORD","FIESTA",7000,18598
"FORD","FIESTA",6891,6626
"FORD","FIESTA",7990,2421
"FORD","FIESTA",5500,25337
"FORD","FIESTA",6595,32442
"FORD","FIESTA",8240,11000
"FORD","FIESTA",6995,11722
"FORD","FIESTA",7695,24000
"FORD","FIESTA",6700,12796
"FORD","FIESTA",8370,15347
"FORD","FIESTA",6491,42424
"FORD","FIESTA",8645,3571
"FORD","FIESTA",7000,38605
"FORD","FIESTA",7508,10940
"FORD","FIESTA",8800,24272
"FORD","FIESTA",8000,10956
"FORD","FIESTA",7995,8838
"FORD","FIESTA",7900,4477
"FORD","FIESTA",6798,9777
"FORD","FIESTA",8995,10580
"FORD","FIESTA",7900,18929
"FORD","FIESTA",6715,7758
"FORD","FIESTA",9495,5068
"FORD","FIESTA",7999,17666
"FORD","FIESTA",6497,27822
"FORD","FIESTA",8995,20000
"FORD","FIESTA",6995,19123
"FORD","FIESTA",7300,13709
"FORD","FIESTA",9000,7902
"FORD","FIESTA",7995,2264
"FORD","FIESTA",7700,3138
"FORD","FIESTA",6495,18711
"FORD","FIESTA",6250,25000
"FORD","FIESTA",6990,21966
"FORD","FIESTA",7395,15277
"FORD","FIESTA",8995,6779
"FORD","FIESTA",8698,10063
"FORD","FIESTA",6899,24283
"FORD","FIESTA",6770,26737
"FORD","FIESTA",7750,11503
"FORD","FIESTA",9500,7256
"FORD","FIESTA",7000,28626
"FORD","FIESTA",8500,4301
"FORD","FIESTA",9000,5000
"FORD","FIESTA",6990,15229
"FORD","FIESTA",7900,19675
"FORD","FIESTA",6250,18466
"FORD","FIESTA",7000,8942
"FORD","FIESTA",9940,151
"FORD","FIESTA",8300,8021
"FORD","FIESTA",8495,6009
"FORD","FIESTA",7300,22841
"FORD","FIESTA",6995,28810
"FORD","FIESTA",8500,8927
"FORD","FIESTA",7970,15569
"FORD","FIESTA",9000,1000
"FORD","FIESTA",7310,30453
"FORD","FIESTA",6992,26895
"FORD","FIESTA",7447,6898
"FORD","FIESTA",10300,3146
"FORD","FIESTA",8000,16493
"FORD","FIESTA",8500,2523
"FORD","FIESTA",6000,44000
"FORD","FIESTA",9000,1430
"FORD","FIESTA",6773,21882
"FORD","FIESTA",7599,10535
"FORD","FIESTA",7500,23000
"FORD","FIESTA",10440,2851
"FORD","FIESTA",12495,50
"FORD","FIESTA",7685,17251
"FORD","FIESTA",7058,11210
"FORD","FIESTA",6481,29000
"FORD","FIESTA",6599,36367
"FORD","FIESTA",5921,34858
"FORD","FIESTA",8495,10892
"FORD","FIESTA",8756,1861
"FORD","FIESTA",6690,12000
"FORD","FIESTA",6591,25059
"FORD","FIESTA",7699,18024
"FORD","FIESTA",6995,37601
"FORD","FIESTA",7700,21859
"FORD","FIESTA",7495,23130
"FORD","FIESTA",9494,2135
"FORD","FIESTA",6041,35234
"FORD","FIESTA",8300,8245
"FORD","FIESTA",6650,16430
"FORD","FIESTA",6591,7057
"FORD","FIESTA",7300,19297
"FORD","FIESTA",7799,22474
"FORD","FIESTA",7598,6656
"FORD","FIESTA",8860,1820
"FORD","FIESTA",7991,17845
"FORD","FIESTA",8889,4681
"FORD","FIESTA",6600,19546
"FORD","FIESTA",7000,28653
"FORD","FIESTA",8290,8231
"FORD","FIESTA",7999,4705
"FORD","FIESTA",6400,30545
"FORD","FIESTA",6950,8516
"FORD","FIESTA",6995,25307
"FORD","FIESTA",7400,16711
"FORD","FIESTA",8499,6825
"FORD","FIESTA",6449,23812
"FORD","FIESTA",9170,2775
"FORD","FIESTA",7700,7583
"FORD","FIESTA",6995,23609
"FORD","FIESTA",7250,12113
"FORD","FIESTA",7981,9602
"FORD","FIESTA",7400,18453
"FORD","FIESTA",6508,24494
"FORD","FIESTA",6492,19704
"FORD","FIESTA",8000,14133
"FORD","FIESTA",6790,28001
"FORD","FIESTA",6495,21000
"FORD","FIESTA",7360,12051
"FORD","FIESTA",8799,10786
"FORD","FIESTA",6495,25019
"FORD","FIESTA",7499,26930
"FORD","FIESTA",7580,14637
"FORD","FIESTA",8500,8823
"FORD","FIESTA",7800,2570
"FORD","FIESTA",6500,18000
"FORD","FIESTA",10995,5
"FORD","FIESTA",7600,12748
"FORD","FIESTA",7107,23273
"FORD","FIESTA",9480,5526
"FORD","FIESTA",8395,10424
"FORD","FIESTA",8500,15000
"FORD","FIESTA",7599,20916
"FORD","FIESTA",7699,4728
"FORD","FIESTA",7899,12730
"FORD","FIESTA",6538,5850
"FORD","FIESTA",6898,14904
"FORD","FIESTA",7500,28090
"FORD","FIESTA",6500,13935
"FORD","FIESTA",7995,2196
"FORD","FIESTA",7800,16578
"FORD","FIESTA",6490,24377
"FORD","FIESTA",8300,8710
"FORD","FIESTA",7495,22330
"FORD","FIESTA",7484,17321
"FORD","FIESTA",8000,4266
"FORD","FIESTA",7499,7363
"FORD","FIESTA",9000,8664
"FORD","FIESTA",6990,20300
"FORD","FIESTA",6499,18031
"FORD","FIESTA",7400,21184
"FORD","FIESTA",6991,8573
"FORD","FIESTA",7700,15689
"FORD","FIESTA",6240,24000
"FORD","FIESTA",7453,22364
"FORD","FIESTA",6391,39952
"FORD","FIESTA",8500,8029
"FORD","FIESTA",6000,36140
"FORD","FIESTA",10490,1
"FORD","FIESTA",7000,7276
"FORD","FIESTA",6490,35000
"FORD","FIESTA",8299,4359
"FORD","FIESTA",7999,8874
"FORD","FIESTA",8600,8518
"FORD","FIESTA",7998,18736
"FORD","FIESTA",7290,14303
"FORD","FIESTA",8797,3164
"FORD","FIESTA",7000,18310
"FORD","FIESTA",12000,10
"FORD","FIESTA",6725,35404
"FORD","FIESTA",6439,35189
"FORD","FIESTA",8195,9403
"FORD","FIESTA",7985,16815
"FORD","FIESTA",6799,12756
"FORD","FIESTA",6879,5913
"FORD","FIESTA",7695,7511
"FORD","FIESTA",9480,11
"FORD","FIESTA",6508,17037
"FORD","FIESTA",6700,22763
"FORD","FIESTA",6995,28626
"FORD","FIESTA",9500,1254
"FORD","FIESTA",7795,2895
"FORD","FIESTA",6600,23354
"FORD","FIESTA",7599,12452
"FORD","FIESTA",7000,34504
"FORD","FIESTA",7490,9453
"FORD","FIESTA",9000,11294
"FORD","FIESTA",7815,8295
"FORD","FIESTA",8161,5118
"FORD","FIESTA",6350,15185
"FORD","FIESTA",8500,8377
"FORD","FIESTA",8599,8933
"FORD","FIESTA",8999,3543
"FORD","FIESTA",6997,15414
"FORD","FIESTA",7495,6517
"FORD","FIESTA",8970,3541
"FORD","FIESTA",7995,12500
"FORD","FIESTA",7639,8403
"FORD","FIESTA",6200,33400
"FORD","FIESTA",8000,5005
"FORD","FIESTA",7800,17711
"FORD","FIESTA",7995,14400
"FORD","FIESTA",8500,9661
"FORD","FIESTA",6500,23000
"FORD","FIESTA",7495,22065
"FORD","FIESTA",9000,7407
"FORD","FIESTA",7995,5776
"FORD","FIESTA",8995,3729
"FORD","FIESTA",6570,12006
"FORD","FIESTA",7700,18403
"FORD","FIESTA",8200,8133
"FORD","FIESTA",8400,9857
"FORD","FIESTA",9295,11348
"FORD","FIESTA",7499,10112
"FORD","FIESTA",8093,4500
"FORD","FIESTA",8990,2000
"FORD","FIESTA",5995,17161
"FORD","FIESTA",7000,27963
"FORD","FIESTA",6494,25815
"FORD","FIESTA",8000,23000
"FORD","FIESTA",7999,12172
"FORD","FIESTA",10943,43
"FORD","FIESTA",7995,4898
